name,state,FDR,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5
GENE-20396,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20397,NO,1,317,331,351,293,415,304,278,246,335,308
GENE-20398,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20399,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20400,NO,1,9,8,10,14,13,11,9,11,10,16
GENE-20401,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20402,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20403,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20404,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20405,NO,1,0,0,1,0,0,0,1,0,1,0
GENE-20406,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20407,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20408,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20409,NO,1,184,159,219,223,170,151,224,224,246,216
GENE-20410,NO,1,0,0,0,3,0,0,0,1,0,0
GENE-20411,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20412,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20413,NO,1,1723,1950,2670,1876,1704,1987,1640,1874,1894,1675
GENE-20414,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20415,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20416,NO,1,687,805,589,758,658,742,724,672,591,704
GENE-20417,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20418,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20419,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20420,NO,1,0,0,0,0,0,1,0,1,0,1
GENE-20421,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20422,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20423,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20424,NO,1,37,49,51,52,49,64,60,47,36,54
GENE-20425,NO,1,1,2,0,0,1,0,2,0,1,3
GENE-20426,NO,1,34,22,41,54,77,89,57,44,35,29
GENE-20427,YES,1,0,0,0,1,0,3,3,0,2,3
GENE-20428,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20430,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20431,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20432,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20433,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20434,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20435,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20436,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20437,NO,1,15,11,17,16,13,6,13,8,13,11
GENE-20438,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20439,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20440,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20441,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20442,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20443,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20444,NO,1,157,316,158,466,30,975,62,348,501,68
GENE-20445,NO,1,423,119,222,98,126,217,272,221,321,94
GENE-20446,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20447,NO,1,44,26,29,27,27,34,36,40,27,27
GENE-20448,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20449,NO,1,469,471,464,326,334,427,369,510,417,359
GENE-20450,NO,1,1,0,2,2,3,1,2,2,1,1
GENE-20451,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20452,NO,1,15,14,20,5,21,11,13,16,22,12
GENE-20453,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20454,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20455,NO,1,0,1,1,0,0,2,2,8,0,0
GENE-20456,NO,1,0,2,1,1,2,3,0,2,2,3
GENE-20457,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20458,NO,1,401,453,512,532,457,522,431,356,386,440
GENE-20459,NO,1,17,16,15,9,16,11,29,20,28,25
GENE-20460,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20461,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20462,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20463,NO,1,2631,2630,3116,3333,2939,3157,2920,2743,2763,3405
GENE-20464,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20465,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20466,NO,1,119,188,84,165,82,113,116,159,99,148
GENE-20467,NO,1,317,435,464,470,400,375,350,418,306,408
GENE-20468,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20469,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20470,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20471,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20472,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20473,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20474,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20475,NO,1,2387,2714,2093,1786,1605,2090,2291,1532,1812,1825
GENE-20476,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20477,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20478,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20479,NO,1,829,687,1286,614,782,527,842,744,516,603
GENE-20480,NO,1,10,10,13,11,17,14,18,18,13,16
GENE-20481,NO,1,50,64,45,87,84,60,78,74,134,47
GENE-20482,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20483,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20484,NO,1,4,7,2,5,4,2,3,3,2,5
GENE-20485,NO,1,0,2,2,0,1,4,2,0,1,2
GENE-20486,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20487,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20488,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20489,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20490,NO,1,95,162,100,215,207,137,158,135,175,172
GENE-20491,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20492,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20493,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20494,NO,1,5,7,7,9,13,5,7,6,4,6
GENE-20495,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20496,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20497,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20498,NO,1,160,373,522,0,972,422,450,232,961,1373
GENE-20499,NO,1,1,0,0,0,0,0,0,0,0,1
GENE-20500,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20501,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20502,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20503,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20504,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20505,NO,1,148,146,143,179,149,120,167,137,119,145
GENE-20506,NO,1,51,60,61,49,48,49,66,48,36,53
GENE-20507,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20508,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20509,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20510,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20511,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20512,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20513,NO,1,103,183,167,147,107,105,144,88,91,123
GENE-20514,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20515,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20516,NO,1,253,665,437,457,358,383,335,501,465,371
GENE-20517,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20518,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20519,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20520,NO,1,60,43,45,47,44,36,50,45,48,46
GENE-20521,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20522,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20523,NO,1,41,23,34,30,43,31,32,23,30,25
GENE-20524,NO,1,0,0,0,0,1,0,1,1,0,0
GENE-20525,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20526,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20527,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20528,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20529,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20530,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20531,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20532,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20533,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20534,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20535,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20536,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20537,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20538,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20539,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20540,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20541,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20542,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20543,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20544,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20545,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20546,NO,1,69,61,61,55,51,67,79,70,72,44
GENE-20547,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20548,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20549,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20550,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20551,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20552,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20553,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20554,NO,1,57,91,60,91,70,93,117,83,51,92
GENE-20555,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20556,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20557,NO,1,723,740,666,686,665,776,752,732,748,784
GENE-20558,NO,1,122,103,111,132,147,105,134,100,102,95
GENE-20559,NO,1,1989,1500,1261,1683,1683,1979,1650,1748,1247,1443
GENE-20560,NO,1,2684,1993,2790,3971,3201,2659,3341,3470,3479,2968
GENE-20561,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20562,NO,1,440,626,595,702,606,789,657,736,606,634
GENE-20563,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20564,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20565,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20566,NO,1,3,0,1,0,1,2,0,1,1,0
GENE-20567,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20568,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20569,NO,1,0,0,0,1,1,4,2,1,0,1
GENE-20570,NO,1,212,266,266,244,237,393,345,241,361,306
GENE-20571,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20572,NO,1,4,7,5,3,7,2,3,3,4,5
GENE-20573,NO,1,32,26,30,24,32,30,35,19,25,33
GENE-20574,NO,1,225,228,220,167,236,214,344,132,220,164
GENE-20575,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20576,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20577,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20578,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20579,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20580,NO,1,2,0,2,0,2,1,2,0,0,1
GENE-20581,NO,1,0,0,0,1,0,0,0,0,0,1
GENE-20582,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20583,NO,1,247,287,187,231,249,220,289,205,188,221
GENE-20584,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20585,NO,1,1,0,0,0,0,0,2,0,0,0
GENE-20586,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20587,NO,1,36,29,48,35,23,34,33,40,21,34
GENE-20588,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20589,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20590,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20591,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20592,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20593,NO,1,0,1,0,0,0,0,0,1,1,0
GENE-20594,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20595,NO,1,69,64,82,84,60,88,85,80,58,84
GENE-20596,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20597,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20598,NO,1,23,40,43,43,37,29,39,32,37,43
GENE-20599,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20600,NO,1,74,81,57,67,57,53,71,84,77,75
GENE-20601,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20602,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20603,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20604,NO,1,9,9,10,14,7,10,3,5,16,6
GENE-20605,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20606,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20607,NO,1,9860,7887,9549,8921,4789,6959,7760,11844,7666,6834
GENE-20608,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20609,NO,1,14,5,9,11,12,6,9,12,4,6
GENE-20610,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20611,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20612,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20613,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20614,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20615,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20616,NO,1,323,280,242,254,235,268,270,280,203,235
GENE-20617,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20618,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20619,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20620,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20621,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20622,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20623,NO,1,0,1,0,0,0,1,0,0,1,0
GENE-20624,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20625,NO,1,10,61,44,44,96,76,52,22,159,8
GENE-20626,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20627,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20628,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20629,NO,1,0,0,0,0,0,0,0,0,1,0
GENE-20630,NO,1,439,296,470,272,396,429,374,332,334,395
GENE-20631,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20632,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20633,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20634,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20635,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20636,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20637,NO,1,25,4,2,0,10,6,11,5,8,0
GENE-20638,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20639,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20640,NO,1,0,0,2,1,1,1,1,0,2,4
GENE-20641,NO,1,1339,1236,995,1501,1460,1600,2093,1108,2167,1050
GENE-20642,NO,1,3364,2421,2942,2202,2748,2828,2556,2833,2076,2113
GENE-20643,NO,1,0,0,0,0,1,0,1,0,1,1
GENE-20644,NO,1,979,824,752,615,828,774,656,729,979,797
GENE-20645,NO,1,545,305,504,476,564,329,383,673,464,567
GENE-20646,NO,1,430,407,294,399,384,379,270,282,337,359
GENE-20647,NO,1,235,188,324,323,236,267,241,188,221,256
GENE-20648,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20649,NO,1,131,134,126,122,119,133,138,144,148,120
GENE-20650,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20651,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20652,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20653,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20654,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20655,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20656,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20657,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20658,NO,1,2,2,2,4,8,3,3,3,4,1
GENE-20659,NO,1,6,1,6,6,6,6,4,7,13,9
GENE-20660,NO,1,34,69,18,37,65,46,79,39,24,85
GENE-20661,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20663,NO,1,279,163,274,261,260,252,239,227,225,220
GENE-20664,NO,1,0,0,6,6,5,3,2,5,1,3
GENE-20665,NO,1,888,914,969,986,689,996,894,821,748,828
GENE-20666,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20667,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20668,NO,1,3,3,0,3,1,1,3,0,3,5
GENE-20669,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20670,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20671,NO,1,838,3387,544,1018,1571,775,1509,1103,1366,676
GENE-20672,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20673,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20674,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20675,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20676,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20677,NO,1,1,2,1,2,1,2,1,0,0,0
GENE-20678,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20679,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20680,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20681,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20682,NO,1,128,99,90,110,122,135,163,148,136,191
GENE-20683,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20684,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20685,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20686,NO,1,755,623,519,630,643,524,588,675,642,479
GENE-20687,NO,1,25,24,7,10,13,11,38,10,31,25
GENE-20688,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20689,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20690,NO,1,4,7,4,3,7,3,5,6,2,3
GENE-20691,NO,1,6,5,5,8,7,6,7,10,11,5
GENE-20692,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20693,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20694,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20695,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20696,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20697,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20698,NO,1,1,2,4,1,3,4,1,0,1,1
GENE-20699,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20700,NO,1,5,7,4,6,8,6,6,3,12,6
GENE-20701,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20702,NO,1,601,795,708,714,660,688,694,647,659,732
GENE-20703,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20704,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20705,NO,1,1,0,1,1,1,0,1,2,1,1
GENE-20706,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20708,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20709,NO,1,52,57,57,65,52,50,55,67,45,41
GENE-20710,NO,1,74,63,49,72,59,71,69,60,45,59
GENE-20711,NO,1,55,69,49,42,40,38,34,44,42,41
GENE-20712,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20713,NO,1,4774,5472,6828,5723,5048,4586,5243,5379,5226,5779
GENE-20714,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20715,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20716,NO,1,405,741,841,591,879,867,806,609,501,748
GENE-20717,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20718,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20719,NO,1,267,153,177,234,223,290,200,170,264,248
GENE-20720,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20721,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20722,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20724,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20725,NO,1,1,1,0,0,1,0,2,0,1,1
GENE-20726,NO,1,308,303,208,198,364,344,349,264,352,200
GENE-20727,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20728,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20729,NO,1,1,0,1,0,0,1,0,1,0,0
GENE-20730,NO,1,0,0,1,0,0,0,0,0,0,0
GENE-20731,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20732,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20733,NO,1,2462,2431,2469,2022,2428,2077,2087,2002,2774,2896
GENE-20734,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20735,NO,1,404,403,458,444,487,335,408,463,491,454
GENE-20736,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20737,NO,1,0,0,1,0,0,0,0,0,0,0
GENE-20738,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20739,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20740,NO,1,49,30,30,24,39,34,29,30,36,19
GENE-20741,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20742,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20743,NO,1,425,397,371,494,476,575,282,426,696,578
GENE-20744,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20745,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20746,NO,1,1,1,1,1,1,0,0,0,0,0
GENE-20747,NO,1,17,34,24,22,29,29,13,31,28,38
GENE-20748,NO,1,3,4,1,7,5,5,4,7,1,5
GENE-20749,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20750,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20751,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20752,NO,1,371,344,415,382,572,398,506,471,509,400
GENE-20753,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20754,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20755,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20756,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20757,NO,1,6,8,4,6,6,4,11,6,8,9
GENE-20758,NO,1,232,28,262,399,224,130,376,194,174,166
GENE-20759,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20760,NO,1,2,1,3,6,1,5,1,4,4,1
GENE-20761,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20762,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20763,NO,1,2,3,1,2,1,2,3,5,2,2
GENE-20764,NO,1,4,4,6,1,2,4,1,3,3,5
GENE-20765,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20766,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20767,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20768,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20769,NO,1,10,18,9,9,6,12,9,17,7,13
GENE-20770,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20771,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20772,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20773,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20774,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20775,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20776,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20777,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20778,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20779,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20780,NO,1,1,2,3,0,2,1,2,0,2,1
GENE-20781,NO,1,21,35,17,5,3,8,10,39,20,29
GENE-20782,NO,1,164,123,146,128,143,125,122,122,115,165
GENE-20783,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20784,NO,1,369,623,93,430,335,310,559,461,857,729
GENE-20785,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20786,NO,1,1445,1832,1776,1795,1608,1554,1455,1656,1753,1762
GENE-20787,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20788,NO,1,128,40,95,111,46,70,33,89,67,71
GENE-20789,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20790,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20791,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20792,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20793,NO,1,170,1527,1057,662,838,1958,475,2025,469,424
GENE-20794,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20795,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20796,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20797,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20798,NO,1,169,187,239,195,205,164,161,200,223,185
GENE-20799,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20800,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20801,YES,1,0,0,1,0,0,3,2,1,1,3
GENE-20802,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20803,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20804,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20805,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20806,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20807,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20808,NO,1,0,2,0,0,0,0,0,1,1,1
GENE-20809,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20810,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20811,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20812,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20813,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20814,NO,1,690,663,527,723,696,374,646,502,625,385
GENE-20815,NO,1,108,224,1213,15,0,1767,285,258,243,24
GENE-20816,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20817,NO,1,14,17,14,23,19,29,33,21,27,34
GENE-20818,NO,1,56,41,58,54,68,63,57,62,49,59
GENE-20819,NO,1,262,441,275,307,282,312,330,333,387,256
GENE-20820,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20821,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-20822,NO,1,214,138,125,184,209,167,169,169,158,182
GENE-20823,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20824,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20825,NO,1,119,173,53,169,169,95,83,174,86,37
GENE-20826,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20827,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20828,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20829,NO,1,0,0,0,0,3,1,1,1,0,0
GENE-20830,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-20831,NO,1,0,0,0,0,0,0,0,0,0,0
